delivery_id,delivery_partner,package_type,vehicle_type,delivery_mode,region,weather_condition,distance_km,package_weight_kg,delivery_time_hours,expected_time_hours,delayed,delivery_status,delivery_rating,delivery_cost
250.99,xpressbees,pharmacy,ev van,two day,north,rainy,0.8657580919931857,0.407164790174002,1970-01-01 00:00:00.000000008,1970-01-01 00:00:00.000000016,no,delivered,4,0.8161803378048332
250.99,xpressbees,cosmetics,bike,express,east,stormy,0.0524701873935264,0.055066530194472864,1970-01-01 00:00:00.000000006,1970-01-01 00:00:00.000000002,yes,failed,1,0.03865357425494446
250.99,xpressbees,automobile parts,ev bike,two day,east,stormy,0.7982964224872232,0.48966223132036846,1970-01-01 00:00:00.000000012,1970-01-01 00:00:00.000000016,no,delivered,3,0.7596370769730025
250.99,amazon logistics,furniture,ev van,express,north,hot,0.8030664395229984,0.22517911975435004,1970-01-01 00:00:00.000000008,1970-01-01 00:00:00.000000006,yes,delayed,3,0.77150394013688
250.99,fedex,documents,bike,standard,west,stormy,0.25689948892674613,0.0012282497441146352,1970-01-01 00:00:00.000000010,1970-01-01 00:00:00.000000024,no,delivered,5,0.19616926727064488
250.99,blue dart,fragile items,ev bike,standard,central,rainy,0.569335604770017,0.9201637666325485,1970-01-01 00:00:00.000000011,1970-01-01 00:00:00.000000024,no,delivered,5,0.582083040456895
250.99,amazon logistics,documents,van,same day,north,rainy,0.29437819420783645,0.6761514841351075,1970-01-01 00:00:00.000000004,1970-01-01 00:00:00.000000008,no,delivered,3,0.36136198799104674
250.99,fedex,cosmetics,truck,express,north,rainy,0.20579216354344124,0.10972364380757421,1970-01-01 00:00:00.000000007,1970-01-01 00:00:00.000000003,yes,failed,2,0.19024884760007005
250.99,fedex,automobile parts,scooter,two day,east,foggy,0.6211243611584327,0.3772773797338792,1970-01-01 00:00:00.000000006,1970-01-01 00:00:00.000000016,no,delivered,4,0.5797669202341206
250.99,dhl,electronics,scooter,two day,west,stormy,0.73015332197615,0.27451381780962125,1970-01-01 00:00:00.000000009,1970-01-01 00:00:00.000000016,no,delivered,4,0.6740642418883093
250.99,blue dart,automobile parts,scooter,same day,north,cold,0.717206132879046,0.822517911975435,1970-01-01 00:00:00.000000006,1970-01-01 00:00:00.000000008,no,delivered,5,0.7790118129938507
250.99,ecom express,clothing,bike,standard,central,clear,0.8453151618398638,0.7007164790174001,1970-01-01 00:00:00.000000008,1970-01-01 00:00:00.000000024,no,delivered,4,0.8246510921027326
250.99,amazon logistics,furniture,van,standard,east,foggy,0.719931856899489,0.10235414534288638,1970-01-01 00:00:00.000000007,1970-01-01 00:00:00.000000024,no,delivered,5,0.647890782179823
250.99,shadowfax,documents,ev van,two day,north,stormy,0.3809199318568995,0.0,1970-01-01 00:00:00.000000006,1970-01-01 00:00:00.000000016,no,delivered,4,0.31418730334122463
250.99,dhl,clothing,ev bike,express,east,foggy,0.9887563884156729,0.8262026612077789,1970-01-01 00:00:00.000000009,1970-01-01 00:00:00.000000007,yes,delayed,3,1.0
250.99,amazon logistics,cosmetics,scooter,standard,east,clear,0.9649063032367974,0.9416581371545547,1970-01-01 00:00:00.000000008,1970-01-01 00:00:00.000000024,no,delivered,3,0.9618031438339283
250.99,fedex,furniture,truck,express,south,hot,0.45144804088586027,0.9709314227226202,1970-01-01 00:00:00.000000003,1970-01-01 00:00:00.000000004,no,delivered,5,0.5069002165962765
250.99,dhl,furniture,bike,two day,east,rainy,0.9805792163543441,0.11156601842374617,1970-01-01 00:00:00.000000013,1970-01-01 00:00:00.000000016,no,delivered,5,0.8976218910314878
250.99,fedex,furniture,bike,standard,south,hot,0.9928449744463375,0.389150460593654,1970-01-01 00:00:00.000000009,1970-01-01 00:00:00.000000024,no,delivered,5,0.9357988389731726
250.99,ekart,cosmetics,truck,same day,central,rainy,0.7485519591141397,0.1150460593654043,1970-01-01 00:00:00.000000010,1970-01-01 00:00:00.000000008,yes,failed,1,0.7414854606203609
250.99,delhivery,automobile parts,scooter,express,south,hot,0.81396933560477,0.9428863868986692,1970-01-01 00:00:00.000000010,1970-01-01 00:00:00.000000006,yes,failed,1,0.8503431110907546
250.99,fedex,furniture,ev bike,two day,central,rainy,0.10732538330494037,0.4513817809621289,1970-01-01 00:00:00.000000008,1970-01-01 00:00:00.000000016,no,delivered,5,0.09628332968566083
250.99,amazon logistics,clothing,bike,express,central,stormy,0.2664395229982964,0.917911975435005,1970-01-01 00:00:00.000000005,1970-01-01 00:00:00.000000003,yes,delayed,2,0.3252083922664485
250.99,delhivery,documents,bike,same day,east,clear,0.11584327086882454,0.45322415557830087,1970-01-01 00:00:00.000000003,1970-01-01 00:00:00.000000008,no,delivered,4,0.16965099191101518
250.99,amazon logistics,furniture,ev bike,express,north,rainy,0.14718909710391823,0.08290685772773797,1970-01-01 00:00:00.000000005,1970-01-01 00:00:00.000000002,yes,delayed,2,0.13174078815229037
250.99,amazon logistics,electronics,scooter,same day,central,hot,0.7829642248722317,0.3547594677584442,1970-01-01 00:00:00.000000005,1970-01-01 00:00:00.000000008,no,delivered,5,0.797195959124902
250.99,ekart,documents,bike,standard,east,rainy,0.19965928449744466,0.9807574206755372,1970-01-01 00:00:00.000000007,1970-01-01 00:00:00.000000024,no,delivered,3,0.23491223335665934
250.99,shadowfax,clothing,ev bike,standard,south,foggy,0.37614991482112436,0.8839303991811668,1970-01-01 00:00:00.000000006,1970-01-01 00:00:00.000000024,no,delivered,4,0.3941845344064863
250.99,blue dart,automobile parts,ev bike,same day,north,foggy,0.43577512776831345,0.5142272262026611,1970-01-01 00:00:00.000000006,1970-01-01 00:00:00.000000008,no,delivered,5,0.48092193555824875
250.99,xpressbees,groceries,ev van,express,south,rainy,0.060647359454855186,0.3256908904810644,1970-01-01 00:00:00.000000003,1970-01-01 00:00:00.000000002,yes,delayed,3,0.07226334130790008
250.99,xpressbees,fragile items,truck,standard,west,stormy,0.8684838160136287,0.157625383828045,1970-01-01 00:00:00.000000007,1970-01-01 00:00:00.000000024,no,delivered,5,0.7949904401487208
250.99,dhl,furniture,van,two day,east,rainy,0.8528109028960819,0.13101330603889458,1970-01-01 00:00:00.000000009,1970-01-01 00:00:00.000000016,no,delivered,3,0.7774894193642743
250.99,delhivery,furniture,ev bike,same day,north,stormy,0.010562180579216356,0.14923234390992834,1970-01-01 00:00:00.000000006,1970-01-01 00:00:00.000000008,no,delivered,4,0.04014994406179304
250.99,ecom express,automobile parts,ev bike,standard,west,hot,0.5945485519591142,0.5328556806550665,1970-01-01 00:00:00.000000005,1970-01-01 00:00:00.000000024,no,delivered,4,0.5692272720293611
250.99,fedex,cosmetics,truck,standard,south,hot,0.6010221465076662,0.7035823950870009,1970-01-01 00:00:00.000000004,1970-01-01 00:00:00.000000024,no,delivered,3,0.5916858310434537
250.99,ecom express,documents,scooter,two day,north,rainy,0.6279386712095401,0.2925281473899693,1970-01-01 00:00:00.000000011,1970-01-01 00:00:00.000000016,no,delivered,4,0.5781924789590887
250.99,xpressbees,documents,ev van,express,west,hot,0.2545144804088586,0.9938587512794267,1970-01-01 00:00:00.000000004,1970-01-01 00:00:00.000000003,yes,failed,1,0.32106409849704615
250.99,amazon logistics,pharmacy,ev bike,express,west,hot,0.16354344122657583,0.46632548618219033,1970-01-01 00:00:00.000000002,1970-01-01 00:00:00.000000003,no,delivered,4,0.1839120467658504
250.99,xpressbees,electronics,ev van,same day,central,stormy,0.07938671209540032,0.5975435005117706,1970-01-01 00:00:00.000000005,1970-01-01 00:00:00.000000008,no,delivered,5,0.14860422527990572
250.99,blue dart,clothing,truck,express,north,hot,0.7260647359454855,0.5367451381780962,1970-01-01 00:00:00.000000007,1970-01-01 00:00:00.000000006,yes,delayed,2,0.7276928345746262
250.99,dhl,electronics,van,standard,south,foggy,0.4926746166950596,0.7764585465711361,1970-01-01 00:00:00.000000005,1970-01-01 00:00:00.000000024,no,delivered,4,0.4951894963687658
250.99,fedex,cosmetics,ev van,same day,south,clear,0.6153321976149915,0.9441146366427839,1970-01-01 00:00:00.000000005,1970-01-01 00:00:00.000000008,no,delivered,4,0.6933413885739281
250.99,fedex,groceries,truck,same day,east,stormy,0.5591141396933561,0.8542476970317296,1970-01-01 00:00:00.000000007,1970-01-01 00:00:00.000000008,no,delivered,5,0.631098910564709
250.99,delhivery,electronics,ev bike,standard,central,cold,0.661328790459966,0.51525076765609,1970-01-01 00:00:00.000000009,1970-01-01 00:00:00.000000024,no,delivered,5,0.6313071011465314
250.99,fedex,cosmetics,ev van,standard,north,foggy,0.709710391822828,0.9471852610030704,1970-01-01 00:00:00.000000007,1970-01-01 00:00:00.000000024,no,delivered,5,0.7186820859551248
250.99,blue dart,pharmacy,scooter,same day,west,stormy,0.20681431005110731,0.4171954964176049,1970-01-01 00:00:00.000000006,1970-01-01 00:00:00.000000008,no,delivered,5,0.2530703556649828
250.99,xpressbees,cosmetics,scooter,two day,east,hot,0.6919931856899489,0.06550665301944729,1970-01-01 00:00:00.000000003,1970-01-01 00:00:00.000000016,no,delivered,4,0.6177031478155731
250.99,xpressbees,clothing,bike,two day,east,cold,0.2722316865417376,0.12569089048106447,1970-01-01 00:00:00.000000003,1970-01-01 00:00:00.000000016,no,delivered,5,0.2226745307189107
250.99,ecom express,fragile items,truck,same day,central,foggy,0.01942078364565588,0.9611054247697031,1970-01-01 00:00:00.000000003,1970-01-01 00:00:00.000000008,no,delivered,5,0.12601554715217406
250.99,xpressbees,clothing,ev bike,standard,west,rainy,0.8255536626916525,0.9486182190378709,1970-01-01 00:00:00.000000012,1970-01-01 00:00:00.000000024,no,delivered,3,0.8294199576176021
250.99,dhl,pharmacy,ev van,express,north,stormy,0.7567291311754685,0.9218014329580347,1970-01-01 00:00:00.000000008,1970-01-01 00:00:00.000000006,yes,delayed,2,0.7936827430566488
250.99,ecom express,pharmacy,bike,express,east,hot,0.7577512776831347,0.7563971340839303,1970-01-01 00:00:00.000000007,1970-01-01 00:00:00.000000006,yes,delayed,2,0.7788881998358936
250.99,dhl,clothing,bike,two day,west,hot,0.3737649063032368,0.682906857727738,1970-01-01 00:00:00.000000004,1970-01-01 00:00:00.000000016,no,delivered,5,0.37274090447877795
250.99,ekart,groceries,ev bike,standard,north,stormy,0.7792163543441227,0.8442169907881267,1970-01-01 00:00:00.000000012,1970-01-01 00:00:00.000000024,no,delivered,4,0.7752253467869556
250.99,ecom express,electronics,scooter,express,east,cold,0.28654173764906304,0.4444216990788126,1970-01-01 00:00:00.000000004,1970-01-01 00:00:00.000000003,yes,failed,2,0.2992561350511485
250.99,dhl,furniture,van,same day,east,rainy,0.2947189097103918,0.5484135107471853,1970-01-01 00:00:00.000000006,1970-01-01 00:00:00.000000008,no,delivered,4,0.34950813673853315
250.99,delhivery,cosmetics,bike,express,north,rainy,0.36388415672913116,0.906243602865916,1970-01-01 00:00:00.000000006,1970-01-01 00:00:00.000000004,yes,delayed,2,0.41713104009672536
250.99,fedex,documents,bike,same day,central,cold,0.7281090289608178,0.04831115660184236,1970-01-01 00:00:00.000000006,1970-01-01 00:00:00.000000008,no,delivered,5,0.7156047689175623
250.99,amazon logistics,furniture,truck,standard,south,rainy,0.24395229982964226,0.5645854657113613,1970-01-01 00:00:00.000000006,1970-01-01 00:00:00.000000024,no,delivered,3,0.23752112158512145
250.99,blue dart,automobile parts,ev bike,two day,south,hot,0.0667802385008518,0.3789150460593654,1970-01-01 00:00:00.000000002,1970-01-01 00:00:00.000000016,no,delivered,5,0.05066356844382484
250.99,fedex,documents,ev van,express,north,rainy,0.2551959114139693,0.5568065506653019,1970-01-01 00:00:00.000000008,1970-01-01 00:00:00.000000003,yes,delayed,3,0.28004404792234905
250.99,blue dart,documents,van,express,north,hot,0.4589437819420784,0.9662231320368473,1970-01-01 00:00:00.000000008,1970-01-01 00:00:00.000000004,yes,delayed,3,0.5136078569043673
250.99,xpressbees,clothing,truck,two day,north,cold,0.3161839863713799,0.7914022517911974,1970-01-01 00:00:00.000000003,1970-01-01 00:00:00.000000016,no,delivered,4,0.3281100485005984
250.99,fedex,furniture,ev van,standard,west,cold,0.7243611584327087,0.47615148413510744,1970-01-01 00:00:00.000000011,1970-01-01 00:00:00.000000024,no,delivered,4,0.6877592785988148
250.99,ekart,clothing,van,express,south,stormy,0.06984667802385008,0.6843398157625383,1970-01-01 00:00:00.000000007,1970-01-01 00:00:00.000000002,yes,delayed,3,0.11524168454286424
250.99,ekart,fragile items,scooter,standard,east,rainy,0.6592844974446338,0.5641760491299898,1970-01-01 00:00:00.000000013,1970-01-01 00:00:00.000000024,no,delivered,4,0.6340200846659048
250.99,shadowfax,documents,ev bike,same day,west,foggy,0.310732538330494,0.19140225179119752,1970-01-01 00:00:00.000000002,1970-01-01 00:00:00.000000008,no,delivered,4,0.33075797246315214
250.99,xpressbees,pharmacy,bike,express,south,hot,0.17853492333901194,0.4552712384851586,1970-01-01 00:00:00.000000003,1970-01-01 00:00:00.000000003,yes,delayed,2,0.19717118444566523
250.99,ecom express,clothing,scooter,same day,east,stormy,0.2286201022146508,0.10337768679631525,1970-01-01 00:00:00.000000008,1970-01-01 00:00:00.000000008,yes,delayed,3,0.24396852366593424
250.99,dhl,documents,bike,same day,east,rainy,0.19352640545144806,0.45568065506653016,1970-01-01 00:00:00.000000006,1970-01-01 00:00:00.000000008,no,delivered,5,0.2440531010897996
250.99,blue dart,clothing,truck,same day,central,stormy,0.8681431005110732,0.4382804503582394,1970-01-01 00:00:00.000000009,1970-01-01 00:00:00.000000008,yes,failed,2,0.8864836949039889
250.99,amazon logistics,furniture,scooter,two day,central,cold,0.29199318568994886,0.7023541453428862,1970-01-01 00:00:00.000000004,1970-01-01 00:00:00.000000016,no,delivered,4,0.2965236336647294
250.99,shadowfax,electronics,van,two day,south,clear,0.8190800681431005,0.2650972364380757,1970-01-01 00:00:00.000000007,1970-01-01 00:00:00.000000016,no,delivered,4,0.7580691416536524
250.99,xpressbees,electronics,truck,standard,south,stormy,0.28688245315161837,0.390992835209826,1970-01-01 00:00:00.000000008,1970-01-01 00:00:00.000000024,no,delivered,4,0.26195749112652705
250.99,delhivery,furniture,scooter,same day,east,stormy,0.0,0.4100307062436028,1970-01-01 00:00:00.000000003,1970-01-01 00:00:00.000000008,no,delivered,4,0.0500520086097215
250.99,ekart,furniture,van,two day,south,cold,0.0,0.16540429887410438,1970-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000016,no,delivered,3,0.0
250.99,xpressbees,documents,van,standard,east,rainy,0.36592844974446337,0.7371545547594677,1970-01-01 00:00:00.000000009,1970-01-01 00:00:00.000000024,no,delivered,4,0.3704312902116855
250.99,amazon logistics,groceries,bike,express,east,rainy,0.8613287904599659,0.6726714431934493,1970-01-01 00:00:00.000000011,1970-01-01 00:00:00.000000007,yes,delayed,3,0.8697959185797861
250.99,dhl,groceries,ev van,same day,east,foggy,0.5938671209540035,0.3989764585465711,1970-01-01 00:00:00.000000007,1970-01-01 00:00:00.000000008,no,delivered,5,0.6208715482326831
250.99,amazon logistics,cosmetics,ev van,two day,east,rainy,0.6834752981260648,0.1518935516888434,1970-01-01 00:00:00.000000009,1970-01-01 00:00:00.000000016,no,delivered,4,0.6178072431064844
250.99,amazon logistics,furniture,ev bike,standard,central,cold,0.41362862010221463,0.7930399181166836,1970-01-01 00:00:00.000000004,1970-01-01 00:00:00.000000024,no,delivered,5,0.4213013576888555
250.99,dhl,fragile items,bike,two day,north,hot,0.27155025553662687,0.6968270214943705,1970-01-01 00:00:00.000000004,1970-01-01 00:00:00.000000016,no,delivered,4,0.27647878420864025
250.99,ecom express,clothing,van,standard,west,foggy,0.6459965928449745,0.667553735926305,1970-01-01 00:00:00.000000007,1970-01-01 00:00:00.000000024,no,delivered,4,0.6311899939442563
250.99,ekart,clothing,van,two day,east,foggy,0.5816013628620103,0.9543500511770726,1970-01-01 00:00:00.000000010,1970-01-01 00:00:00.000000016,no,delivered,5,0.5970532444810628
250.99,ekart,groceries,bike,same day,west,clear,0.026575809199318567,0.8096212896622312,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000008,no,delivered,5,0.11840357900429213
250.99,xpressbees,electronics,ev van,express,east,clear,0.5546848381601364,0.9066530194472875,1970-01-01 00:00:00.000000006,1970-01-01 00:00:00.000000005,yes,delayed,2,0.5993368349254273
250.99,shadowfax,cosmetics,van,standard,west,stormy,0.6337308347529813,0.7656090071647901,1970-01-01 00:00:00.000000011,1970-01-01 00:00:00.000000024,no,delivered,5,0.6288283320317084
250.99,blue dart,groceries,truck,express,west,stormy,0.3666098807495741,0.7504605936540428,1970-01-01 00:00:00.000000006,1970-01-01 00:00:00.000000004,yes,delayed,2,0.4048803255476128
250.99,amazon logistics,groceries,ev bike,same day,west,hot,0.3393526405451448,0.7635619242579323,1970-01-01 00:00:00.000000004,1970-01-01 00:00:00.000000008,no,delivered,5,0.4126354247204976
250.99,blue dart,furniture,scooter,standard,east,clear,0.7931856899488927,0.9541453428863869,1970-01-01 00:00:00.000000009,1970-01-01 00:00:00.000000024,no,delivered,4,0.7990436505385758
250.99,amazon logistics,electronics,van,same day,central,clear,0.36899488926746166,0.5254861821903787,1970-01-01 00:00:00.000000005,1970-01-01 00:00:00.000000008,no,delivered,5,0.41823705256265686
250.99,delhivery,groceries,ev van,standard,south,stormy,0.28279386712095395,0.4088024564994882,1970-01-01 00:00:00.000000008,1970-01-01 00:00:00.000000024,no,delivered,5,0.25975197215034584
250.99,amazon logistics,automobile parts,ev bike,standard,west,clear,0.7904599659284498,0.9703172978505629,1970-01-01 00:00:00.000000005,1970-01-01 00:00:00.000000024,no,delivered,5,0.7979831797624181
250.99,amazon logistics,pharmacy,truck,same day,south,cold,0.9945485519591142,0.9780962128966223,1970-01-01 00:00:00.000000006,1970-01-01 00:00:00.000000008,no,delivered,4,1.0
250.99,amazon logistics,pharmacy,truck,two day,west,foggy,0.17955706984667802,0.8798362333674513,1970-01-01 00:00:00.000000005,1970-01-01 00:00:00.000000016,no,delivered,5,0.20609735564130116
250.99,shadowfax,furniture,bike,two day,central,stormy,0.37683134582623506,0.5762538382804503,1970-01-01 00:00:00.000000006,1970-01-01 00:00:00.000000016,no,delivered,5,0.36549977580476717
250.99,fedex,furniture,scooter,same day,north,hot,0.0,0.6292732855680655,1970-01-01 00:00:00.000000002,1970-01-01 00:00:00.000000008,no,delivered,4,0.0699797508635355
250.99,xpressbees,automobile parts,bike,same day,west,stormy,0.48586030664395224,0.4479017400204708,1970-01-01 00:00:00.000000009,1970-01-01 00:00:00.000000008,yes,failed,2,0.5224169208977281
250.99,ekart,automobile parts,ev bike,same day,east,clear,0.2793867120954003,0.2051177072671443,1970-01-01 00:00:00.000000003,1970-01-01 00:00:00.000000008,no,delivered,4,0.30213827341825256
250.99,amazon logistics,groceries,ev van,express,south,rainy,0.8323679727427599,0.09334698055271239,1970-01-01 00:00:00.000000009,1970-01-01 00:00:00.000000006,yes,failed,2,0.7869100431917385
250.99,shadowfax,automobile parts,bike,standard,south,foggy,0.9240204429301534,0.0030706243602865915,1970-01-01 00:00:00.000000009,1970-01-01 00:00:00.000000024,no,delivered,4,0.8332779893369988
250.99,fedex,electronics,scooter,standard,west,clear,0.10936967632027259,0.20736949846468783,1970-01-01 00:00:00.000000003,1970-01-01 00:00:00.000000024,no,delivered,3,0.07496981887159143
250.99,fedex,documents,van,express,central,stormy,0.8712095400340716,0.5392016376663255,1970-01-01 00:00:00.000000008,1970-01-01 00:00:00.000000007,yes,failed,1,0.8665039050047193
250.99,shadowfax,documents,ev bike,same day,south,clear,0.21022146507666098,0.9093142272262026,1970-01-01 00:00:00.000000004,1970-01-01 00:00:00.000000008,no,delivered,5,0.30324428588418406
250.99,delhivery,cosmetics,van,express,south,clear,0.30494037478705277,0.41392016376663254,1970-01-01 00:00:00.000000002,1970-01-01 00:00:00.000000003,no,delivered,3,0.31391405320258264
250.99,blue dart,pharmacy,bike,standard,central,hot,0.8933560477001704,0.6436028659160695,1970-01-01 00:00:00.000000009,1970-01-01 00:00:00.000000024,no,delivered,5,0.8650725947546901
250.99,ekart,furniture,truck,two day,west,clear,0.36320272572402046,0.46202661207778906,1970-01-01 00:00:00.000000004,1970-01-01 00:00:00.000000016,no,delivered,4,0.34159689462928156
250.99,blue dart,documents,bike,standard,west,clear,0.008177172061328793,0.004298874104401227,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000024,no,delivered,4,0.0
250.99,dhl,furniture,truck,two day,east,foggy,0.04395229982964225,0.42620266120777883,1970-01-01 00:00:00.000000002,1970-01-01 00:00:00.000000016,no,delivered,4,0.0333772441968827
250.99,xpressbees,documents,ev van,standard,north,cold,0.3352640545144804,0.368474923234391,1970-01-01 00:00:00.000000004,1970-01-01 00:00:00.000000024,no,delivered,4,0.30600281109333105
250.99,shadowfax,furniture,bike,express,north,rainy,0.8919931856899489,0.3129989764585466,1970-01-01 00:00:00.000000013,1970-01-01 00:00:00.000000007,yes,delayed,3,0.8647798267490026
250.99,fedex,groceries,ev van,two day,north,foggy,0.08143100511073254,0.3021494370522006,1970-01-01 00:00:00.000000002,1970-01-01 00:00:00.000000016,no,delivered,5,0.05733217301782396
250.99,amazon logistics,fragile items,truck,two day,south,hot,0.19045996592844974,0.14575230296827021,1970-01-01 00:00:00.000000002,1970-01-01 00:00:00.000000016,no,delivered,3,0.14651581350599965
250.99,shadowfax,cosmetics,bike,express,north,cold,0.9764906303236798,0.5852610030706243,1970-01-01 00:00:00.000000006,1970-01-01 00:00:00.000000007,no,delivered,4,0.971412440376169
250.99,delhivery,clothing,scooter,standard,east,rainy,0.41022146507666096,0.8092118730808597,1970-01-01 00:00:00.000000008,1970-01-01 00:00:00.000000024,no,delivered,4,0.41959029134450254
250.99,xpressbees,automobile parts,scooter,two day,north,clear,0.8800681431005111,0.839508700102354,1970-01-01 00:00:00.000000009,1970-01-01 00:00:00.000000016,no,delivered,4,0.8710645799377664
250.99,shadowfax,pharmacy,ev van,two day,central,rainy,0.3816013628620102,0.26407369498464683,1970-01-01 00:00:00.000000008,1970-01-01 00:00:00.000000016,no,delivered,5,0.3402891975372095
250.99,shadowfax,groceries,ev bike,express,east,hot,0.5192504258943782,0.28290685772773794,1970-01-01 00:00:00.000000002,1970-01-01 00:00:00.000000005,no,delivered,3,0.5060349244905771
250.99,shadowfax,furniture,van,standard,north,foggy,0.9557069846678025,0.28004094165813714,1970-01-01 00:00:00.000000009,1970-01-01 00:00:00.000000024,no,delivered,4,0.8899383573711045
250.99,fedex,clothing,truck,same day,north,cold,0.965587734241908,0.15435005117707268,1970-01-01 00:00:00.000000010,1970-01-01 00:00:00.000000008,yes,failed,1,0.9524475795632839
250.99,delhivery,electronics,van,two day,north,foggy,0.15979557069846678,0.6266120777891504,1970-01-01 00:00:00.000000002,1970-01-01 00:00:00.000000016,no,delivered,4,0.16308648262792724
250.99,shadowfax,groceries,van,two day,west,foggy,0.6804088586030665,0.1398157625383828,1970-01-01 00:00:00.000000007,1970-01-01 00:00:00.000000016,no,delivered,4,0.6137280088939016
250.99,amazon logistics,fragile items,truck,same day,west,hot,0.42316865417376487,0.39631525076765606,1970-01-01 00:00:00.000000002,1970-01-01 00:00:00.000000008,no,delivered,3,0.45764362612823034
250.99,ekart,groceries,scooter,two day,east,cold,0.14378194207836456,0.5435005117707267,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000016,no,delivered,5,0.13987323275472835
250.99,shadowfax,groceries,ev bike,same day,west,hot,0.017376490630323677,0.6808597748208802,1970-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000008,no,delivered,5,0.09734380046181876
250.99,delhivery,automobile parts,ev van,standard,north,rainy,0.5083475298126066,0.976458546571136,1970-01-01 00:00:00.000000006,1970-01-01 00:00:00.000000024,no,delivered,4,0.5292221505410482
250.99,dhl,automobile parts,ev van,same day,south,rainy,0.08654173764906303,0.823336745138178,1970-01-01 00:00:00.000000005,1970-01-01 00:00:00.000000008,no,delivered,4,0.1769636860975274
250.99,dhl,furniture,scooter,standard,north,clear,0.9471890971039183,0.39181166837256903,1970-01-01 00:00:00.000000008,1970-01-01 00:00:00.000000024,no,delivered,3,0.8924626681757013
250.99,ecom express,electronics,van,same day,east,stormy,0.2456558773424191,0.8352098259979528,1970-01-01 00:00:00.000000008,1970-01-01 00:00:00.000000008,yes,delayed,2,0.3300097875597279
250.99,blue dart,cosmetics,scooter,standard,north,cold,0.4391822827938671,0.276560900716479,1970-01-01 00:00:00.000000003,1970-01-01 00:00:00.000000024,no,delivered,4,0.396455112939487
250.99,ekart,cosmetics,truck,standard,west,rainy,0.731175468483816,0.6822927328556806,1970-01-01 00:00:00.000000010,1970-01-01 00:00:00.000000024,no,delivered,5,0.7139197263959373
250.99,dhl,automobile parts,scooter,express,east,rainy,0.5083475298126066,0.20040941658137154,1970-01-01 00:00:00.000000008,1970-01-01 00:00:00.000000005,yes,delayed,2,0.48775969497997856
250.99,ecom express,automobile parts,van,same day,west,cold,0.3754684838160136,0.4356192425793244,1970-01-01 00:00:00.000000004,1970-01-01 00:00:00.000000008,no,delivered,3,0.4158493668273811
250.99,amazon logistics,pharmacy,bike,standard,east,clear,0.6327086882453152,0.6163766632548617,1970-01-01 00:00:00.000000007,1970-01-01 00:00:00.000000024,no,delivered,5,0.6136239136029903
